timestamp,sequence,battery,flags,IMU-ch1,IMU-ch2,IMU-ch3,IMU-ch4,IMU-ch5,IMU-ch6,IMU-ch7,IMU-ch8,IMU-ch9
687503648887,16342,-2,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
687503676418,16343,-2,0,0.0066666667,-0.0233333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-2.7900000000,-2.0200000000,-8.7800000000
687503698654,16344,-2,0,0.0133333333,-0.0322222222,-0.0177777778,0.0000000000,0.0000000000,0.0000000000,-2.6600000000,-1.9900000000,-8.8100000000
687503743637,16345,-2,0,0.0144444444,-0.0277777778,-0.0155555556,0.0000000000,0.0000000000,0.0000000000,-2.7000000000,-1.9800000000,-8.7300000000
687503772575,16346,-2,0,0.0222222222,-0.0144444444,-0.0166666667,12.4375000000,24.5000000000,11.9375000000,-2.8300000000,-1.9300000000,-8.7400000000
687503800145,16347,-2,0,0.0144444444,0.0033333333,-0.0277777778,12.4375000000,24.5000000000,11.9375000000,-2.6900000000,-2.0200000000,-8.9000000000
687503827296,16348,-2,0,0.0000000000,-0.0200000000,0.0100000000,12.4375000000,24.5000000000,11.9375000000,-2.6600000000,-1.9200000000,-8.9200000000
687503858462,16349,-2,0,0.0000000000,-0.0322222222,-0.0155555556,12.4375000000,25.6250000000,10.0625000000,-2.6400000000,-1.9200000000,-8.8100000000
687503921792,16350,-2,0,0.0000000000,-0.0277777778,-0.0088888889,12.4375000000,25.6250000000,10.0625000000,-2.6600000000,-2.0000000000,-8.7900000000
687503927802,16351,-2,0,0.0066666667,-0.0233333333,-0.0077777778,12.4375000000,25.6250000000,10.0625000000,-2.6200000000,-1.9000000000,-8.8500000000
687503968707,16352,-2,0,0.0033333333,-0.0244444444,-0.0011111111,13.2500000000,24.5000000000,11.1875000000,-2.6200000000,-2.0300000000,-8.8300000000
687503993739,16353,-2,0,0.0000000000,-0.0155555556,0.0266666667,13.2500000000,24.5000000000,11.1875000000,-2.6700000000,-1.8700000000,-8.7800000000
687504026163,16354,-2,0,0.0088888889,0.0000000000,-0.0055555556,13.2500000000,24.5000000000,11.1875000000,-2.6200000000,-1.9300000000,-8.8200000000
687504049073,16355,-2,0,-0.0044444444,0.0033333333,0.0122222222,12.0625000000,23.7500000000,10.4375000000,-2.6700000000,-1.9600000000,-8.8500000000
687504074183,16356,-2,0,-0.0077777778,0.0066666667,0.0122222222,12.0625000000,23.7500000000,10.4375000000,-2.7000000000,-1.9200000000,-8.8600000000
687504118684,16357,-2,0,-0.0100000000,0.0066666667,0.0000000000,12.0625000000,23.7500000000,10.4375000000,-2.6400000000,-1.9800000000,-8.8100000000
687504148753,16358,-2,0,0.0000000000,0.0066666667,0.0066666667,12.0625000000,23.7500000000,10.4375000000,-2.6200000000,-1.9700000000,-8.8100000000
687504173594,16359,-2,0,0.0011111111,0.0066666667,0.0033333333,13.6875000000,23.3750000000,8.1875000000,-2.7400000000,-2.0000000000,-8.8800000000
687504227422,16360,-2,0,-0.0033333333,0.0044444444,0.0177777778,13.6875000000,23.3750000000,8.1875000000,-2.6800000000,-1.9500000000,-8.8600000000
687504246397,16361,-2,0,-0.0066666667,-0.0022222222,0.0000000000,13.6875000000,23.3750000000,8.1875000000,-2.6400000000,-1.9600000000,-8.8300000000
687504261349,16362,-2,0,-0.0100000000,-0.0066666667,0.0100000000,13.2500000000,23.7500000000,10.4375000000,-2.7400000000,-1.9800000000,-8.8300000000
