literature,"20,000 Leagues Under the Sea",/20000-leagues-under-the-sea,gutenberg,novel
literature,Adam Bede,/adam-bede,gutenberg,novel
literature,Adventures of Huckleberry Finn,/huckleberry-finn,shmoop_free_novels,novel
literature,The Adventures of Sherlock Holmes,/sherlock-holmes,gutenberg,short_story
literature,The Adventures of Tom Sawyer,/tom-sawyer,shmoop_free_novels,novel
literature,The Aeneid,/aeneid,gutenberg,poem
literature,Agamemnon,/agamemnon,gutenberg,play
literature,The Age of Innocence,/the-age-of-innocence,gutenberg,novel
literature,Alice's Adventures in Wonderland and Through the Looking-Glass,/alice-in-wonderland-looking-glass,gutenberg,novel
literature,All's Well That Ends Well,/alls-well-that-ends-well,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,The Ambassadors,/the-ambassadors,gutenberg,novel
literature,The American,/the-american,gutenberg,novel
literature,Anna Karenina,/anna-karenina,gutenberg,novel
literature,Anne of Green Gables,/anne-of-green-gables,gutenberg,novel
literature,Anthem,/anthem-ayn-rand,gutenberg,novel
literature,Antigone,/antigone-sophocles,gutenberg,play
literature,The Tragedy of Antony and Cleopatra,/antony-cleopatra,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Around the World in Eighty Days,/around-the-world-in-eighty-days,gutenberg,novel
literature,As You Like It,/as-you-like-it,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,The Awakening,/the-awakening,shmoop_free_novels,novel
literature,Babbitt,/babbitt,gutenberg,novel
literature,The Bet,/bet-chekhov,gutenberg,short_story
literature,Black Beauty,/black-beauty,gutenberg,novel
literature,The Black Cat,/black-cat-poe,gutenberg,short_story
literature,Bleak House,/bleak-house,shmoop_free_novels,novel
literature,The Brothers Karamazov,/brothers-karamazov,gutenberg,novel
literature,The Call of the Wild,/call-of-the-wild,gutenberg,novel
literature,Candide,/candide,gutenberg,novel
literature,The Canterbury Tales: The Clerk's Tale,/clerks-tale,gutenberg,short_story
literature,The Cask of Amontillado,/cask-of-amontillado,gutenberg,novel
literature,The Cherry Orchard,/cherry-orchard,gutenberg,short_story
literature,A Christmas Carol,/christmas-carol,shmoop_free_novels,novel
literature,The Comedy of Errors,/comedy-of-errors,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Common Sense,/common-sense,gutenberg,essay
literature,The Communist Manifesto,/communist-manifesto,gutenberg,essay
literature,Confessions,/augustine-confessions,gutenberg,essay
literature,A Connecticut Yankee in King Arthur's Court,/connecticut-yankee,gutenberg,novel
literature,Coriolanus,/coriolanus,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,The Count of Monte Cristo,/count-of-monte-cristo,gutenberg,novel
literature,Crime and Punishment,/crime-and-punishment,shmoop_free_novels,novel
literature,Cyrano de Bergerac,/cyrano-de-bergerac,gutenberg,play
literature,Cymbeline,/cymbeline,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Daisy Miller,/daisy-miller,shmoop_free_novels,novel
literature,Daniel Deronda,/daniel-deronda,gutenberg,novel
literature,David Copperfield,/david-copperfield,gutenberg,novel
literature,Decameron,/decameron,gutenberg,short_story
literature,A Doll's House,/dolls-house,shmoop_free_plays,play
literature,Don Quixote,/don-quixote,gutenberg,novel
literature,Strange Case of Dr. Jekyll and Mr. Hyde,/jekyll-and-hyde,gutenberg,novel
literature,Dracula,/dracula,shmoop_free_novels,novel
literature,Dubliners,/dubliners,gutenberg,novel
literature,The Duchess of Malfi,/the-duchess-of-malfi,gutenberg,play
literature,Electra,/electra-sophocles,gutenberg,play
literature,Emma,/emma,gutenberg,novel
literature,An Enemy of the People,/enemy-of-the-people,gutenberg,play
literature,An Enquiry Concerning the Principles of Morals,/enquiry-concerning-the-principles-of-morals,gutenberg,essay
literature,Ethan Frome,/ethan-frome,gutenberg,novel
literature,The Fall of the House of Usher,/fall-of-house-of-usher,gutenberg,short_story
literature,Far From the Madding Crowd,/far-from-the-madding-crowd,gutenberg,novel
literature,Fathers and Sons,/fathers-and-sons,gutenberg,novel
literature,Frankenstein,/frankenstein,shmoop_free_novels,novel
literature,From the Earth to the Moon,/from-the-earth-to-the-moon,gutenberg,novel
literature,Ghosts,/ghosts-ibsen,gutenberg,play
literature,The Gift of the Magi,/gift-of-the-magi,gutenberg,short_story
literature,Great Expectations,/great-expectations,shmoop_free_novels,novel
literature,Gulliver's Travels,/gullivers-travels,shmoop_free_novels,novel
literature,Hamlet,/hamlet,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Hard Times,/hard-times-dickens,shmoop_free_novels,novel
literature,Heart of Darkness,/heart-of-darkness,shmoop_free_novels,novel
literature,Hedda Gabler,/hedda-gabler,gutenberg,play
literature,Henry IV Part 1,/henry-iv-part-1,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Henry IV Part 2,/henry-iv-part-2,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Henry V,/henry-v,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Henry VI Part 1,/henry-vi-part-1/,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Henry VI Part 2,/henry-vi-part-2/,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Henry VI Part 3,/henry-vi-part-3/,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,Henry VIII,/henry-viii/,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,The Hound of the Baskervilles,/hound-of-the-baskervilles,gutenberg,novel
literature,The House of Mirth,/house-of-mirth,gutenberg,novel
literature,The House of the Seven Gables,/house-seven-gables,gutenberg,novel
literature,Howards End,/howards-end,gutenberg,novel
literature,The Hunchback of Notre-Dame,/hunchback-of-notre-dame,gutenberg,novel
literature,An Ideal Husband,/an-ideal-husband,gutenberg,play
literature,The Idiot,/the-idiot-dostoevsky,gutenberg,novel
literature,Idylls of the King,/idylls-of-the-king,gutenberg,poem
literature,The Iliad,/iliad,gutenberg,poem
literature,The Importance of Being Earnest,/importance-of-being-earnest,shmoop_free_plays,play
literature,Incidents in the Life of a Slave Girl,/incidents-life-slave-girl,gutenberg,novel
literature,Inferno,/inferno,gutenberg,poem
literature,The Invisible Man,/invisible-man-wells,shmoop_free_novels,novel
literature,The Island of Dr. Moreau,/dr-moreau,shmoop_free_novels,novel
literature,Ivanhoe,/ivanhoe,gutenberg,novel
literature,Jane Eyre,/jane-eyre,shmoop_free_novels,novel
literature,Joseph Andrews,/joseph-andrews,gutenberg,novel
literature,Jude the Obscure,/jude-the-obscure,gutenberg,novel
literature,Julius Caesar,/julius-caesar,shmoop_free_shakespeare,shmoop_free_shakespeare
literature,The Jungle,/the-jungle,shmoop_free_novels,novel
literature,Kew Gardens,/kew-gardens-virginia-woolf,gutenberg,short_story
literature,Kidnapped,/kidnapped,gutenberg,novel
literature,Kim,/kim-rudyard-kipling,gutenberg,novel
